Date,Description,Reference_No,Withdrawal,Deposit,Balance
2025-03-28,TAX-OUTFLOW,TAX483397,113759212.83,,-206984775440.4898
2025-03-28,VENDOR-PAYMENT-STEEL,VENDOR578548,309697491.89,,-207294472932.37982
2025-03-28,TAX-OUTFLOW,TAX899885,690822145.68,,-207985295078.0598
2025-03-29,NEFT-SUBSIDIARY-TRANSFER,NEFT905519,,368585808.11,-207616709269.94983
2025-03-29,PAYROLL-AND-OPERATIONS,PAYROLL963761,400423928.38,,-208017133198.32983
2025-03-29,PAYROLL-AND-OPERATIONS,PAYROLL474229,735842029.57,,-208752975227.89984
2025-03-29,CAPEX-MACHINERY,CAPEX187344,565381699.12,,-209318356927.01984
2025-03-29,TAX-OUTFLOW,TAX874486,596982029.62,,-209915338956.63983
2025-03-29,PAYROLL-AND-OPERATIONS,PAYROLL224017,378424253.99,,-210293763210.62982
2025-03-30,TAX-OUTFLOW,TAX291437,563282976.84,,-210857046187.46982
2025-03-30,VENDOR-PAYMENT-STEEL,VENDOR560144,227404170.52,,-211084450357.9898
2025-03-30,RTGS-DEALER-PAYMENT,RTGS109244,,229534201.97,-210854916156.0198
2025-03-30,VENDOR-PAYMENT-STEEL,VENDOR552661,211336626.66,,-211066252782.6798
2025-03-30,CAPEX-MACHINERY,CAPEX734574,61030092.24,,-211127282874.9198
2025-03-31,CAPEX-MACHINERY,CAPEX753050,317375758.54,,-211444658633.4598
2025-03-31,RTGS-DEALER-PAYMENT,RTGS668723,,290313223.28,-211154345410.1798
2025-03-31,CAPEX-MACHINERY,CAPEX966294,733078464.85,,-211887423875.02982
2025-03-31,NEFT-SUBSIDIARY-TRANSFER,NEFT783525,,484628158.73,-211402795716.2998
